16, 16
0.23784,-0.42149,-0.28539,0.5705,0.37353,-0.41682,-0.29129,0.1696,0.25879,0.1916,0.1303,0.0024335,-0.088507,-0.24353,-0.076149,-0.029742,0.275,-0.0021205,0.032868,0.00054458,-0.39157,-0.14568,0.25215,0.045357,-0.4175,-0.39079,0.039209,-0.029952,-0.1235,-0.16896,0.13491,0.18913,-0.25894,0.23377,0.35597,-0.26815,-0.28483,0.45414,0.47895,-0.26178,-0.493,0.094239,0.42999,0.072307,-0.024266,0.088759,0.21155,0.058096,-0.55204,0.16433,0.047928,-0.27423,0.3582,0.43323,-0.40747,-0.29016,0.58354,0.69463,-0.27905,-0.53495,0.051749,0.22642,0.010411,-0.25215,0.018234,0.2527,-0.14961,-0.18782,0.30982,-0.10017,-0.69149,0.29562,0.87438,-0.31327,-1.0365,-0.24751,0.55136,0.13955,-0.20265,-0.12107,0.24967,0.11971,-0.11192,-0.067519,-0.049712,-0.24642,0.19295,0.59608,-0.40758,-1.2505,0.098252,1.3258,0.54521,-0.57502,-0.17867,0.37282,0.17905,-0.21505,-0.027049,0.12622,-0.21756,-0.084308,0.64965,-0.22867,-1.1114,-0.27557,1.6057,0.79254,-1.3412,-1.3615,0.40588,0.88106,-0.016953,-0.42368,0.15356,0.44825,-0.073098,-0.1551,0.21801,-0.63086,0.11232,1.5969,0.5767,-2.1029,-1.8533,0.29848,1.3004,0.85731,0.0033712,-0.15404,0.025717,0.042978,-0.089201,-0.18161,-0.2158,-0.36181,0.88788,1.0272,-1.8037,-2.5687,0.85316,2.8088,0.80021,-0.91825,0.061028,0.27196,-0.074272,-0.33026,0.063238,0.31447,0.071948,-0.092083,0.044833,-1.24,-1.7112,1.0141,3.8152,2.1455,-1.5785,-2.5545,-0.27777,0.14183,0.073412,-0.19524,0.18213,0.16597,-0.027451,0.056439,-0.57049,-1.384,0.82406,3.1464,1.8087,-1.3483,-2.0323,-0.97576,-0.41489,-0.12269,0.13357,0.11536,0.03847,-0.38962,-0.41426,0.2646,0.23543,0.38163,1.9787,1.101,-2.3578,-2.9983,0.17571,1.9119,0.23689,0.17263,-0.029404,-0.12087,-0.06673,-0.2486,-0.14065,0.34188,0.64654,0.62717,0.48433,-1.033,-2.3512,-0.86883,1.2173,1.5242,0.18064,0.027644,-0.14355,-0.17471,0.1558,0.36899,0.43164,0.099278,0.040421,-0.16669,-0.60127,-0.59787,0.37325,1.1094,-0.079818,-1.1645,0.034677,-0.10721,-0.13716,0.084094,0.013827,0.11706,0.28135,-0.22713,-0.2619,-0.14597,-0.31701,-0.083152,0.7271,0.76768,-0.33509,-0.86292,0.13392,-0.019886,0.14197,0.28874,-0.15361,-0.28736,-0.0035919,-0.19306,-0.046488,0.26386,0.030445,-0.69549,-0.56821,-0.1664,0.50035,1.0355

