16, 16
-0.081794,0.072573,-0.024552,0.087561,-0.065938,0.17021,-0.23772,0.069568,-0.13957,0.053343,-0.071386,-0.12942,-0.10578,-1.2094,1.0318,0.41349,-0.083187,0.057339,-0.10712,0.0082698,-0.17275,0.099764,-0.18496,0.3076,-0.14127,0.022912,0.0074538,0.063848,0.13619,-1.2907,1.0617,0.20164,0.0070507,0.079215,-0.069132,0.12173,-0.1332,0.15387,-0.16148,0.25507,-0.219,0.087322,-0.025784,0.065969,0.35495,-1.2675,1.0288,-0.0094197,0.0086766,-0.0077614,-0.097421,0.20109,-0.1789,0.16709,-0.17689,0.15825,-0.22459,0.18169,-0.062851,-0.10058,0.29011,-1.335,1.2176,-0.069451,0.015605,0.0080918,-0.056039,0.23302,-0.18764,0.13339,-0.18244,0.21339,-0.20369,0.25319,-0.032832,-0.16873,0.24141,-1.4066,1.3203,-0.13378,0.0055345,0.044886,-0.055533,0.13972,-0.157,0.12174,-0.23889,0.30113,-0.28363,0.17318,-0.029708,-0.056544,0.35564,-1.5062,1.3501,-0.17235,-0.076085,0.020466,-0.10793,0.071226,-0.11977,0.20017,-0.24036,0.34401,-0.32323,0.057124,-0.081134,0.013937,0.38618,-1.6071,1.5112,-0.17271,-0.045582,0.058068,-0.060642,0.093861,-0.070667,0.26134,-0.26371,0.40603,-0.17995,0.20138,-0.1357,-0.046743,0.31877,-1.6061,1.6507,-0.24824,-0.047781,0.051844,-0.033459,0.08328,-0.1544,0.17266,-0.33865,0.25014,-0.3768,0.21604,-0.15744,-0.047858,0.31936,-1.5834,1.6417,-0.37747,-0.023426,0.1328,0.019069,0.14035,-0.11062,0.18232,-0.23216,0.25172,-0.3742,0.27615,-0.094422,0.035452,0.36728,-1.5975,1.6385,-0.36666,-0.08458,0.0083158,-0.07869,0.048193,-0.17934,0.15952,-0.18207,0.28769,-0.30387,0.34103,-0.10804,0.023189,0.30365,-1.6267,1.6313,-0.3055,0.015846,0.029858,-0.1497,0.00071356,-0.17333,0.1958,-0.11886,0.24053,-0.35797,0.3282,-0.13686,-0.050037,0.21134,-1.5959,1.62,-0.26198,0.078674,0.022366,-0.04056,0.16328,-0.086031,0.18078,-0.13877,0.27845,-0.33677,0.25434,-0.18644,-0.0045584,0.29453,-1.4615,1.5514,-0.25837,-0.031138,-0.031723,-0.025331,0.13518,-0.11539,0.036453,-0.21904,0.30431,-0.30498,0.28809,-0.14551,0.059351,0.22527,-1.4808,1.4511,-0.24514,-0.04554,0.054868,-0.018531,0.033627,-0.078214,0.088859,-0.2152,0.24691,-0.31715,0.29544,-0.10927,0.065268,0.065242,-1.4438,1.4039,-0.05776,-0.057191,0.040245,-0.10002,0.02486,-0.016169,0.14088,-0.10704,0.18245,-0.32306,0.17207,-0.20737,-0.07455,-0.1316,-1.2196,1.357,0.23807

